MDTU,abs_delta_S
1,27.61
2,1.236
3,0.02577
4,0.4108
5,0.6389
6,0.5554
7,0.6257
8,1.856
9,1.387
10,1.243
11,2.688
12,1.327
13,1.13
14,1.186
15,0.8833
16,0.8089
17,0.5803
18,0.2786
19,0.2515
20,1.066
21,0.3475
22,1.918
23,1.355
24,0.184
25,2.321
26,0.3074
27,1.406
28,0.6905
29,0.1114
30,1.644
31,1.696
32,0.5694
33,0.696
34,0.8315
35,2.73
36,1.093
37,0.5655
38,0.5411
39,0.5666
40,0.5249
41,0.521
42,1.046
43,1.063
44,1.084
45,0.6833
46,0.4124
47,0.5857
48,0.09985
49,0.9003
50,0.5766
51,0.04564
52,0.9156
53,0.8643
54,1.183
55,1.266
56,0.1926
57,0.8078
58,0.6457
59,0.3797
60,0.3638
61,0.1684
62,1.689
63,1.282
64,1.328
65,0.8825
66,1.299
67,1.751
68,0.434
69,2.081
70,0.4846
71,1.691
72,1.01
73,0.9424
74,0.9481
75,0.4374
76,0.5904
77,1.218
78,1.892
79,0.08072
80,1.526
81,1.431
82,0.2844
83,1.621
84,0.5018
85,0.4399
86,0.4061
87,1.171
88,0.3293
89,0.452
90,0.2672
91,0.4927
92,0.5732
93,0.1562
94,0.436
95,0.5842
96,0.881
97,1.915
98,0.3683
99,0.8156
100,0.254
101,0.9448
102,0.2738
103,0.3051
104,0.9494
105,0.3128
106,0.8861
107,0.4787
108,1.501
109,1.98
110,0.3447
111,0.622
112,1.384
113,0.5619
114,0.8185
115,0.3909
116,1.088
117,0.289
118,0.1568
119,1.925
120,1.185
121,0.3775
122,0.5091
123,0.6797
124,1.096
125,0.9052
126,0.789
127,0.5083
128,0.6914
129,0.4177
130,1.517
131,0.5853
132,0.1231
133,0.6088
134,2.064
135,0.6133
136,0.6392
137,0.09276
138,0.73
139,0.676
140,0.6912
141,0.1265
142,1.049
143,1.354
144,0.9812
145,1.152
146,1.192
147,0.05673
148,0.138
149,1.326
150,0.9719
151,1.283
152,0.03972
153,0.1755
154,0.4342
155,0.8511
156,0.2799
157,0.06824
158,0.7345
159,0.1005
160,1.315
161,0.2026
162,0.3659
163,0.3238
164,0.3334
165,0.5012
166,0.6951
167,1.517
168,1.221
169,2.209
170,0.005322
171,0.3876
172,0.1258
173,0.2795
174,0.5238
175,0.3234
176,1.023
177,0.6173
178,0.4216
179,1.159
180,0.6051
181,1.188
182,0.01232
183,0.3119
184,1.069
185,0.9086
186,0.3809
187,0.8722
188,1.706
189,1.291
190,0.1202
191,0.4635
192,2.302
193,0.353
194,0.2096
195,0.4417
196,0.3585
197,0.2296
198,1.116
199,0.556
200,0.4792
201,0.1668
202,0.3223
203,0.3973
204,0.02303
205,0.7002
206,1.929
207,0.03095
208,0.2753
209,0.4568
210,0.2671
211,1.205
212,0.8843
213,0.4654
214,0.9432
215,0.3039
216,1.741
217,0.07586
218,0.1472
219,0.8801
220,1.29
221,0.1574
222,1.422
223,0.9662
224,0.4102
225,0.5168
226,0.1646
227,0.7999
228,0.5749
229,0.3123
230,0.9511
231,0.4008
232,0.0736
233,0.5312
234,0.6773
235,0.7719
236,2.079
237,0.3179
238,0.5612
239,0.388
240,0.7359
241,0.1689
242,0.422
243,0.2512
244,1.268
245,0.3833
246,1.469
247,0.3866
248,0.1948
249,0.3082
250,0.3202
251,0.341
252,1.044
253,0.2586
254,0.4205
255,0.7533
256,1.332
257,0.6229
258,0.4934
259,0.6486
260,0.07271
261,0.5643
262,0.8947
263,0.2697
264,0.9726
265,0.08272
266,0.8692
267,1.037
268,0.3344
269,0.9584
270,0.7056
271,0.4576
272,0.6744
273,0.06692
274,0.2194
275,0.2028
276,0.1846
277,0.8288
278,0.4828
279,0.2157
280,0.1314
281,0.3743
282,0.05219
283,0.04434
284,0.07984
285,0.06446
286,0.1105
287,0.3817
288,1.415
289,0.1646
290,0.1618
291,0.1493
292,0.2482
293,0.3932
294,0.674
295,0.2977
296,0.4457
297,0.2756
298,0.6693
299,0.4973
300,1.116
301,0.05983
302,0.4108
303,0.2052
304,0.2037
305,0.8832
306,0.6434
307,0.5169
308,0.6306
309,0.1954
310,0.4628
311,0.121
312,0.2686
313,0.1394
314,0.2881
315,0.07368
316,1.086
317,0.1444
318,0.07938
319,0.77
320,0.127
321,0.7461
322,0.0161
323,0.8269
324,0.7973
325,0.605
326,0.6928
327,0.5991
328,0.3509
329,0.6117
330,0.2084
331,0.1667
332,0.5399
333,0.2192
334,0.3877
335,0.9819
336,0.1296
337,0.4332
338,0.4428
339,1.532
340,0.7193
341,0.1636
342,0.1482
343,1.088
344,0.4326
345,0.3551
346,0.2543
347,0.7118
348,0.05545
349,0.06328
350,0.1549
351,0.01493
352,0.8072
353,1.027
354,0.1452
355,0.9444
356,0.6242
357,0.5581
358,0.8042
359,1.485
360,1.039
361,0.4998
362,0.1337
363,0.5975
364,0.4642
365,0.525
366,0.1836
367,1.165
368,0.02316
369,0.1186
370,0.2134
371,0.4176
372,0.208
373,0.8795
374,0.001893
375,0.2276
376,0.1067
377,0.5075
378,0.6147
379,0.1719
380,0.7568
381,0.0749
382,0.1462
383,0.212
384,0.6518
385,0.3911
386,0.5229
387,0.4009
388,0.4804
389,0.241
390,0.08839
391,0.4198
392,1.153
393,0.08923
394,0.7623
395,0.5111
396,1.245
397,0.1679
398,0.4337
399,1.132
400,0.22
401,0.4635
402,0.04715
403,0.2389
404,0.5069
405,0.2999
406,0.6974
407,1.14
408,0.0837
409,1.369
410,0.9085
411,0.1936
412,1.167
413,0.2786
414,0.2775
415,0.5196
416,0.2347
417,0.5991
418,0.0613
419,0.6441
420,0.6146
421,0.5817
422,0.02064
423,0.4172
424,0.6107
425,0.7333
426,0.1633
427,0.7812
428,0.9308
429,0.2971
430,0.6676
431,0.448
432,0.3653
433,0.4346
434,0.707
435,0.3212
436,0.5118
437,0.4835
438,0.1708
439,0.1101
440,1.005
441,0.2349
442,1.568
443,0.2851
444,0.6826
445,1.468
446,0.2112
447,1.43
448,0.1057
449,0.1047
450,0.4232
451,0.1964
452,0.3147
453,0.09586
454,0.2566
455,0.04638
456,1.39
457,0.6154
458,0.298
459,0.4657
460,0.4552
461,0.0908
462,0.6655
463,0.8477
464,0.3361
465,1.596
466,0.9397
467,0.7187
468,1.236
469,0.9861
470,0.09395
471,0.1565
472,0.1344
473,0.4334
474,0.06028
475,0.9397
476,0.06695
477,0.2691
478,0.3971
479,0.4927
480,0.433
481,0.3859
482,0.9445
483,0.08967
484,0.2977
485,0.09442
486,0.3165
487,0.5727
488,0.5871
489,0.8448
490,0.7919
491,0.4331
492,0.399
493,0.2635
494,0.08922
495,0.5607
496,1.37
497,0.788
498,0.1176
499,0.006415
500,0.2784
501,0.8759
502,1.046
503,0.746
504,0.02269
505,0.8043
506,0.1914
507,0.2869
508,0.003595
509,0.4415
510,1.057
511,0.583
512,1.035
513,0.0832
514,0.9137
515,0.04702
516,0.6417
517,0.932
518,0.4152
519,0.8292
520,1.295
521,0.2458
522,1.252
523,0.8788
524,0.07116
525,0.6077
526,0.2779
527,0.05371
528,0.4775
529,0.4425
530,0.3915
531,1.234
532,1.544
533,0.1528
534,1.969
535,1.696
536,0.2746
537,0.4949
538,0.4744
539,0.02397
540,0.5128
541,0.5721
542,1.182
543,0.5345
544,0.239
545,1.71
546,0.2429
547,0.9564
548,0.577
549,0.1174
550,0.2472
551,0.6036
552,0.3725
553,0.9746
554,0.693
555,0.1654
556,0.3646
557,0.2911
558,1.132
559,0.7121
560,0.7144
561,0.6227
562,1.064
563,0.574
564,0.3793
565,0.3254
566,1.021
567,0.4057
568,0.03653
569,0.02309
570,0.1193
571,0.1766
572,0.9693
573,1.3
574,0.1758
575,0.4856
576,0.2315
577,0.2197
578,0.2579
579,0.7532
580,0.3833
581,0.2406
582,0.8812
583,0.01551
584,0.7471
585,0.5902
586,0.08781
587,0.587
588,1.252
589,0.2756
590,1.117
591,0.1604
592,0.6539
593,0.08925
594,0.6659
595,0.2448
596,0.08263
597,0.5581
598,0.4533
599,1.002
600,0.39
601,0.5318
602,1.055
603,0.5441
604,1.204
605,0.9811
606,0.4537
607,1.366
608,0.2164
609,0.1026
610,0.3739
611,1.236
612,0.2726
613,0.9171
614,0.345
615,1.149
616,0.2915
617,0.7874
618,0.481
619,0.4909
620,0.6767
621,1.52
622,0.8687
623,0.9062
624,0.4076
625,1.209
626,0.1188
627,1.047
628,0.6455
629,0.9501
630,0.2116
631,0.6969
632,0.6781
633,0.382
634,0.1567
635,1.395
636,1.095
637,0.3871
638,0.4362
639,0.2868
640,0.3542
641,0.8138
642,0.5711
643,0.3505
644,0.6516
645,0.8858
646,0.1
647,1.565
648,1.026
649,0.6441
650,1.28
651,1.246
652,0.2843
653,0.807
654,0.4373
655,1.303
656,0.4659
657,0.9168
658,1.389
659,0.8984
660,0.5643
661,0.2401
662,0.459
663,0.2181
664,0.8727
