t,e^(-dS)
1,9.79198e+11
2,0.290544
3,0.974559
4,1.50802
5,0.527873
6,0.573843
7,0.534887
8,0.156297
9,0.249824
10,0.288517
11,0.0680168
12,0.265272
13,0.323033
14,0.305441
15,0.413416
16,0.445348
17,0.55973
18,1.32128
19,0.777633
20,0.344383
21,0.706452
22,0.1469
23,0.257947
24,0.831936
25,0.0981754
26,1.35988
27,0.245122
28,0.501325
29,1.11784
30,0.193206
31,0.183416
32,0.565865
33,0.498576
34,0.435396
35,0.0652193
36,0.335209
37,0.568076
38,0.582108
39,1.76227
40,0.591615
41,0.593926
42,0.35134
43,0.345418
44,0.33824
45,0.504948
46,0.662059
47,0.556716
48,0.904973
49,0.406448
50,0.561805
51,1.0467
52,0.400276
53,0.421346
54,0.306358
55,0.281957
56,0.824812
57,0.445838
58,1.90732
59,0.684067
60,1.43879
61,0.845016
62,0.184704
63,0.277482
64,0.265007
65,0.413747
66,0.272804
67,0.1736
68,0.647912
69,0.124805
70,1.62353
71,0.184335
72,0.364219
73,0.389691
74,0.387477
75,1.54868
76,0.554106
77,0.295821
78,0.15077
79,0.922452
80,0.217404
81,0.23907
82,1.32896
83,0.197701
84,1.65169
85,0.644101
86,0.666244
87,0.310057
88,0.719427
89,0.636354
90,0.76552
91,0.610975
92,0.563719
93,0.855388
94,0.646618
95,1.79356
96,0.414368
97,0.147342
98,0.69191
99,0.442374
100,1.28917
101,0.388757
102,0.760484
103,1.35676
104,0.386973
105,0.731396
106,0.41226
107,0.619588
108,0.222907
109,0.138069
110,0.708433
111,0.53687
112,0.250574
113,0.570125
114,0.441093
115,0.676448
116,0.33689
117,0.749012
118,0.854875
119,0.145876
120,0.305746
121,0.685573
122,0.601036
123,0.506769
124,0.334205
125,0.404461
126,0.454299
127,1.66246
128,0.500874
129,0.65856
130,0.219369
131,0.556939
132,0.884175
133,0.544003
134,0.126945
135,0.541561
136,0.527714
137,0.911412
138,0.481909
139,0.508648
140,0.500975
141,1.13485
142,0.350288
143,0.258205
144,0.374861
145,0.316004
146,0.303613
147,0.944849
148,1.14798
149,0.265537
150,0.378363
151,0.277204
152,1.04052
153,1.19184
154,0.647783
155,0.426945
156,0.755859
157,0.934036
158,0.479745
159,0.904385
160,0.268474
161,1.22458
162,0.693572
163,1.38237
164,0.716484
165,0.605803
166,0.499025
167,0.219369
168,0.294935
169,0.10981
170,0.994692
171,0.678684
172,1.13406
173,1.32247
174,1.68843
175,1.38182
176,0.359515
177,1.85392
178,1.5244
179,0.3138
180,0.54602
181,0.30483
182,1.0124
183,1.36602
184,0.343352
185,2.48085
186,1.4636
187,0.418031
188,5.50689
189,0.274996
190,1.12772
191,0.629078
192,0.100059
193,0.702577
194,1.23318
195,0.642942
196,1.43118
197,0.794851
198,0.327588
199,0.573498
200,1.61478
201,1.18152
202,0.724481
203,0.672132
204,0.977233
205,0.496486
206,0.145293
207,0.969524
208,0.759344
209,0.633307
210,1.30617
211,0.299692
212,0.413003
213,0.627884
214,0.38938
215,0.737935
216,0.175345
217,0.926946
218,1.15859
219,0.414741
220,0.275271
221,1.17046
222,0.241231
223,0.380526
224,0.663518
225,0.596426
226,1.17892
227,0.449374
228,0.562761
229,0.731762
230,2.58856
231,0.669784
232,0.929043
233,1.70097
234,1.96856
235,2.16387
236,0.125055
237,0.727676
238,1.75277
239,0.678412
240,0.479074
241,1.184
242,0.655734
243,1.28557
244,3.55374
245,1.46712
246,0.230156
247,0.679363
248,0.822999
249,1.36097
250,0.726004
251,1.40635
252,0.352044
253,1.29512
254,0.656718
255,0.47081
256,0.263949
257,1.86433
258,1.63788
259,0.522777
260,1.07542
261,1.75822
262,0.40873
263,0.763609
264,0.378099
265,1.08624
266,0.419287
267,0.354517
268,0.715767
269,0.383506
270,2.02506
271,0.632801
272,0.509462
273,1.06921
274,1.24533
275,1.22483
276,1.20274
277,0.436573
278,0.617053
279,1.24073
280,0.876867
281,0.687771
282,0.949149
283,1.04534
284,1.08311
285,0.937574
286,1.11684
287,1.46477
288,0.242926
289,1.17892
290,1.17563
291,0.861311
292,0.780204
293,1.48171
294,1.96207
295,0.742524
296,0.640376
297,0.759117
298,0.512067
299,0.608171
300,0.327588
301,0.941925
302,0.66312
303,0.814484
304,1.22593
305,0.413458
306,0.525503
307,1.67682
308,1.87874
309,1.2158
310,0.629519
311,0.886034
312,0.764449
313,1.14958
314,0.749687
315,0.928969
316,0.337564
317,1.15535
318,0.923689
319,2.15977
320,1.13542
321,2.10876
322,0.984029
323,0.437403
324,2.21954
325,1.83125
326,0.500174
327,0.549306
328,1.42035
329,0.542428
330,0.811882
331,1.1814
332,1.71584
333,1.24508
334,1.47359
335,0.374599
336,0.878447
337,1.54218
338,1.55706
339,0.216103
340,2.053
341,1.17774
342,0.862259
343,0.33689
344,1.54126
345,0.701103
346,0.775459
347,0.49076
348,0.946059
349,1.06533
350,1.16754
351,1.01504
352,0.446105
353,2.79268
354,1.15627
355,0.388913
356,0.53569
357,0.572295
358,2.23491
359,0.226502
360,0.353808
361,0.606652
362,0.874852
363,0.550185
364,1.59074
365,1.69046
366,1.20154
367,0.311923
368,1.02343
369,0.888163
370,0.807833
371,1.51831
372,1.23121
373,2.40969
374,0.998109
375,1.25558
376,1.1126
377,1.66113
378,1.8491
379,1.18756
380,0.469165
381,1.07778
382,1.15743
383,0.808965
384,0.521107
385,1.47861
386,0.592799
387,0.669717
388,1.61672
389,0.785842
390,0.915404
391,0.657178
392,0.315688
393,0.914635
394,0.466592
395,0.599835
396,0.287941
397,0.845438
398,1.54296
399,0.322388
400,0.802519
401,1.58963
402,1.04828
403,1.26985
404,0.60236
405,0.740892
406,0.497878
407,0.319819
408,0.919707
409,3.93142
410,0.403128
411,1.21361
412,0.311299
413,1.32128
414,1.31983
415,0.594758
416,1.26453
417,0.549306
418,1.06322
419,1.90427
420,0.540857
421,1.78908
422,0.979572
423,1.51771
424,0.542971
425,2.08194
426,0.849336
427,0.457856
428,2.53654
429,0.74297
430,1.94955
431,0.638905
432,0.693988
433,1.54435
434,0.493121
435,0.725278
436,0.599416
437,0.616621
438,1.18625
439,0.895745
440,0.366045
441,1.26478
442,0.208462
443,1.3299
444,0.505301
445,0.230386
446,0.809612
447,0.239309
448,0.899695
449,0.900595
450,0.654948
451,0.821683
452,0.730008
453,0.908591
454,1.29253
455,0.954679
456,0.249075
457,0.540425
458,0.742301
459,0.627696
460,0.634321
461,0.9132
462,0.514016
463,0.428399
464,0.714552
465,0.202706
466,0.390745
467,0.487385
468,0.290544
469,2.68076
470,1.0985
471,0.855132
472,0.87424
473,1.54249
474,0.941501
475,0.390745
476,0.935242
477,1.30879
478,0.672267
479,1.63673
480,1.54188
481,0.679839
482,0.388874
483,0.914233
484,1.34676
485,0.909901
