MDTU,link
1,0.796493
2,0.796493
3,0.794584
4,0.796602
5,0.799044
6,0.804827
7,0.804827
8,0.804827
9,0.804827
10,0.804827
11,0.804827
12,0.804827
13,0.804827
14,0.804827
15,0.804827
16,0.8081
17,0.810359
18,0.810598
19,0.811916
20,0.811916
21,0.811916
22,0.811916
23,0.811916
24,0.814323
25,0.814323
26,0.814509
27,0.814509
28,0.819743
29,0.818148
30,0.823025
31,0.823025
32,0.823025
33,0.823025
34,0.823025
35,0.823025
36,0.827439
37,0.827439
38,0.827439
39,0.824999
40,0.825925
41,0.825925
42,0.825925
43,0.825925
44,0.825925
45,0.825925
46,0.828811
47,0.831823
48,0.832776
49,0.8364
50,0.840667
51,0.839719
52,0.839719
53,0.839719
54,0.839719
55,0.839719
56,0.839719
57,0.839719
58,0.838934
59,0.840518
60,0.841034
61,0.838745
62,0.838745
63,0.838745
64,0.838745
65,0.8427
66,0.8427
67,0.8427
68,0.843255
69,0.843255
70,0.845085
71,0.845085
72,0.847736
73,0.847736
74,0.847736
75,0.847641
76,0.847641
77,0.847641
78,0.847641
79,0.846932
80,0.846932
81,0.846932
82,0.845709
83,0.845709
84,0.84468
85,0.845608
86,0.847816
87,0.847816
88,0.848588
89,0.847865
90,0.847865
91,0.850438
92,0.850438
93,0.848911
94,0.851724
95,0.853901
96,0.855639
97,0.855639
98,0.857535
99,0.859065
100,0.861865
101,0.861865
102,0.863727
103,0.863624
104,0.864584
105,0.868186
106,0.868186
107,0.868186
108,0.871601
109,0.871601
110,0.871601
111,0.871601
112,0.871601
113,0.871601
114,0.871601
115,0.871601
116,0.871601
117,0.871601
118,0.874396
119,0.881769
120,0.881769
121,0.87893
122,0.880059
123,0.879821
124,0.882885
125,0.887096
126,0.891508
127,0.890957
128,0.890957
129,0.893198
130,0.900437
131,0.900437
132,0.897722
133,0.897722
134,0.897722
135,0.904866
136,0.905543
137,0.901578
138,0.901578
139,0.901578
140,0.906324
141,0.906771
142,0.908845
143,0.908845
144,0.908845
145,0.908845
146,0.908845
147,0.908965
148,0.910479
149,0.910479
150,0.910479
151,0.910479
152,0.911964
153,0.909721
154,0.909721
155,0.916053
156,0.912137
157,0.912137
158,0.914834
159,0.912405
160,0.915223
161,0.913287
162,0.913287
163,0.911612
164,0.911612
165,0.911612
166,0.911612
167,0.911612
168,0.914568
169,0.914568
170,0.916957
171,0.918635
172,0.915658
173,0.915579
174,0.915042
175,0.914604
176,0.915682
177,0.913822
178,0.914072
179,0.914072
180,0.914072
181,0.914072
182,0.91328
183,0.911445
184,0.916938
185,0.916803
186,0.917603
187,0.917603
188,0.912465
189,0.912465
190,0.91226
191,0.91226
192,0.91226
193,0.91226
194,0.910496
