1,2.40471,0.0135983,0.00615533,0.0883964
2,2.38639,0.0129193,0.0058227,0.0860745
3,2.39518,0.0145,0.00661385,0.0914615
4,2.42189,0.0160559,0.00686649,0.0897871
5,2.41564,0.0152233,0.00655206,0.0935323
6,2.41564,0.0152233,0.00655206,0.0935323
7,2.41564,0.0152233,0.00655206,0.0935323
8,2.46857,0.0177384,0.00796896,0.0962008
9,2.45528,0.0174082,0.00755228,0.0975217
10,2.49581,0.0197782,0.00877183,0.105604
11,2.49581,0.0197782,0.00877183,0.105604
12,2.49581,0.0197782,0.00877183,0.105604
13,2.49581,0.0197782,0.00877183,0.105604
14,2.49581,0.0197782,0.00877183,0.105604
15,2.49581,0.0197782,0.00877183,0.105604
16,2.49581,0.0197782,0.00877183,0.105604
17,2.49426,0.0192667,0.00844823,0.103193
18,2.50473,0.0202141,0.0090386,0.104745
19,2.50473,0.0202141,0.0090386,0.104745
20,2.50473,0.0202141,0.0090386,0.104745
21,2.49754,0.0205413,0.00924846,0.104418
22,2.53139,0.0215018,0.00964384,0.104121
23,2.52593,0.0212289,0.00921638,0.101059
24,2.52593,0.0212289,0.00921638,0.101059
25,2.54625,0.024319,0.0102914,0.113557
26,2.57555,0.027468,0.0118516,0.118999
27,2.54682,0.0237453,0.010474,0.109862
28,2.54682,0.0237453,0.010474,0.109862
29,2.54245,0.024985,0.0110147,0.115447
30,2.54245,0.024985,0.0110147,0.115447
31,2.54245,0.024985,0.0110147,0.115447
32,2.54245,0.024985,0.0110147,0.115447
33,2.54245,0.024985,0.0110147,0.115447
34,2.54245,0.024985,0.0110147,0.115447
35,2.54245,0.024985,0.0110147,0.115447
36,2.54245,0.024985,0.0110147,0.115447
37,2.54245,0.024985,0.0110147,0.115447
38,2.54245,0.024985,0.0110147,0.115447
39,2.52679,0.0231897,0.0101592,0.113324
40,2.52679,0.0231897,0.0101592,0.113324
41,2.54228,0.0236105,0.00992501,0.109196
42,2.54228,0.0236105,0.00992501,0.109196
43,2.54062,0.0243915,0.0102389,0.109592
44,2.60406,0.0297377,0.0126396,0.111573
45,2.60687,0.0309321,0.0133268,0.114371
46,2.60777,0.0289886,0.0129634,0.110258
47,2.60777,0.0289886,0.0129634,0.110258
48,2.5973,0.0290201,0.0127317,0.108518
49,2.5973,0.0290201,0.0127317,0.108518
50,2.5973,0.0290201,0.0127317,0.108518
51,2.59976,0.0310483,0.0131693,0.105915
52,2.58401,0.0294827,0.0131542,0.106078
53,2.58401,0.0294827,0.0131542,0.106078
54,2.58401,0.0294827,0.0131542,0.106078
55,2.61712,0.0332883,0.0144261,0.108318
56,2.59412,0.0295545,0.0131147,0.10792
57,2.62871,0.0320657,0.0135603,0.107819
58,2.62871,0.0320657,0.0135603,0.107819
59,2.62871,0.0320657,0.0135603,0.107819
60,2.63449,0.0337345,0.0144269,0.108625
61,2.63449,0.0337345,0.0144269,0.108625
62,2.63984,0.0358436,0.014974,0.116505
63,2.63984,0.0358436,0.014974,0.116505
64,2.63984,0.0358436,0.014974,0.116505
65,2.65869,0.0379934,0.0164002,0.116575
66,2.65869,0.0379934,0.0164002,0.116575
67,2.65869,0.0379934,0.0164002,0.116575
68,2.65869,0.0379934,0.0164002,0.116575
69,2.64862,0.0359995,0.0152769,0.119876
70,2.64145,0.0374122,0.0160929,0.122544
71,2.6414,0.0360716,0.0150946,0.118483
72,2.65466,0.0365603,0.0157425,0.113626
73,2.6532,0.0359547,0.0152611,0.119429
74,2.6611,0.0387472,0.0167051,0.124483
